PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
Dario Saric,PHX,27,14,11,3,10.5,4.5,1.5,3.2,46.7,0.6,1.3,44.4,0.9,1,92.9,0.6,1.9,2.5,1,0.4,0.1,0.1,1.5,9.2,0,0,2.7
Shake Milton,PHI,24,12,7,5,10.1,4.3,1.3,3.9,31.9,0.7,1.6,42.1,1.2,1.3,93.3,0,0.8,0.8,0.8,0.9,0.3,0.1,1.5,6.4,0,0,-1.3
P.J. Tucker,MIL,36,23,16,7,29.6,4.3,1.7,4.3,38.8,0.8,2.6,32.2,0.1,0.2,75,2.1,2.7,4.8,1.1,0.4,1,0.1,3.3,14.5,0,0,4.1
Rajon Rondo,LAC,35,13,7,6,16.9,4.2,1.4,4.1,34,0.8,2.2,39.3,0.6,0.9,66.7,0.3,2.3,2.6,3.8,1.1,0.4,0.2,1.4,13.9,0,0,-2.1
Landry Shamet,BKN,24,12,7,5,17.2,4.2,1.5,3.4,43.9,0.8,2.2,38.5,0.3,0.4,80,0.3,1.5,1.8,0.6,0.5,0.4,0.1,1.6,8.1,0,0,0.6
Alex Len,WAS,28,5,1,4,8.4,4,1.6,2.8,57.1,0,0,0,0.8,1.4,57.1,0.8,1.4,2.2,0.4,0.2,0.2,0,1.6,7.6,0,0,-8.2
Ersan Ilyasova,UTA,34,1,0,1,3.4,4,1,2,50,0,1,0,2,2,100,0,0,0,0,0,0,0,0,4,0,0,-4
Torrey Craig,PHX,30,22,14,8,12.1,4,1.5,3.4,42.7,0.7,1.7,40.5,0.4,0.6,61.5,0.9,2,2.9,0.4,0.5,0,0.4,1.5,8.8,0,0,1
Andre Iguodala,MIA,37,4,0,4,17.8,3.8,1.5,2.8,54.5,0.8,1.8,42.9,0,0,0,0.8,2.3,3,1.3,1.3,1,0.5,2,12.5,0,0,-6.5
Mike James,BKN,30,9,6,3,11.4,3.7,1.6,4.8,32.6,0.6,1.8,31.3,0,0,0,0.2,1.6,1.8,1.3,0.3,0.2,0,0.7,8.1,0,0,2.3
Grant Williams,BOS,22,5,1,4,11.4,3.4,1.2,2.4,50,0.4,0.8,50,0.6,0.6,100,0.6,1.4,2,0.8,0.2,0.2,0.8,1.4,9.8,0,0,1
Payton Pritchard,BOS,23,5,1,4,13.5,3.4,1.2,3.4,35.3,0.6,2,30,0.4,0.4,100,0.4,1.4,1.8,2.4,0.6,0.4,0,0.8,9.8,0,0,-2.6
Derrick Favors,UTA,29,11,6,5,13.1,3.4,1.5,2.1,69.6,0,0,0,0.5,0.8,55.6,1.7,2.5,4.2,0.3,0.5,0.2,0.9,2.3,11.5,1,0,-3.5
Aaron Nesmith,BOS,21,5,1,4,15,3.2,1,3.6,27.8,0.8,2.8,28.6,0.4,0.4,100,0.4,2.2,2.6,0.2,0.4,0.2,0.2,1.4,7.4,0,0,-1.6
Reggie Perry,BKN,21,5,3,2,4.4,3.2,1.4,2.6,53.8,0.4,1,40,0,0,0,0.8,0.4,1.2,0.2,0.6,0.2,0,0.8,4.9,0,0,1.8
Georges Niang,UTA,28,11,6,5,11.7,3.2,1,3.5,28.2,0.8,2.7,30,0.4,0.4,100,0.2,1.5,1.7,0.7,0.7,0,0.1,1.7,5.9,0,0,-0.5
Chandler Hutchison,WAS,25,2,0,2,9.1,3,1,2.5,40,0,0,0,1,1,100,0,1.5,1.5,0.5,0.5,0,0,0.5,5.1,0,0,-7.5
Jordan Nwora,MIL,22,5,4,1,6.2,3,0.8,3.6,22.2,0.4,1.6,25,1,1.4,71.4,1,0.8,1.8,0.2,0.2,0,0.2,0.2,5.9,0,0,0.2
Tyus Jones,MEM,25,5,1,4,9.3,3,1.2,3.4,35.3,0.2,0.8,25,0.4,0.4,100,0.2,1.2,1.4,1.2,0,0.2,0,0.2,7.1,0,0,3.6
Dwight Powell,DAL,29,7,3,4,7.5,2.7,1,1.1,87.5,0,0,0,0.7,0.9,83.3,0.7,1.1,1.9,0.9,0.1,0.3,0,1.1,6.9,0,0,1.4
Donte DiVincenzo,MIL,24,3,3,0,23.3,2.7,1,5.3,18.8,0.7,4,16.7,0,0,0,0.7,5.7,6.3,2.7,2,1,0.3,1.3,16.3,0,0,4
Onyeka Okongwu,ATL,20,18,10,8,9.2,2.7,0.9,1.7,54.8,0,0.1,0,0.8,1.2,66.7,1.2,1.5,2.7,0.1,0.2,0.3,0.7,1.6,8.8,0,0,-1.3
Carsen Edwards,BOS,23,2,0,2,2.7,2.5,1,1.5,66.7,0.5,1,50,0,0,0,0,0.5,0.5,0,0,0,0,0,3.1,0,0,0.5
Nicolas Claxton,BKN,22,12,7,5,10.8,2.5,1.2,2.4,48.3,0,0,0,0.2,0.3,66.7,1.2,1.6,2.8,0.6,0.3,0.3,1,1.7,10.3,0,0,0.9
Willie Cauley-Stein,DAL,27,6,3,3,10.5,2.5,1,1.5,66.7,0,0,0,0.5,0.5,100,0.5,2.2,2.7,0.5,0.5,0.3,0.7,1.3,9,0,0,-4.5
E'Twaun Moore,PHX,32,7,6,1,6.6,2.4,1.1,2.6,44.4,0.1,0.7,20,0,0,0,0,1.4,1.4,1.3,0.4,0.1,0,0.4,6.1,0,0,0.6
Zeke Nnaji,DEN,20,5,1,4,3.5,2.4,0.8,1.6,50,0.6,1.4,42.9,0.2,0.4,50,0.2,0.2,0.4,0.4,0,0.2,0,0.2,4.1,0,0,1.8
Precious Achiuwa,MIA,21,3,0,3,4.1,2.3,1,1.3,75,0,0,0,0.3,1.3,25,0,2,2,0,1.3,0,0.7,0.3,5.4,0,0,0
Markieff Morris,LAL,31,4,1,3,9.5,2.3,0.5,2.3,22.2,0.3,1,25,1,1.5,66.7,1,0,1,0.8,0.5,0,0.3,1.5,4.8,0,0,-5.3
Frank Kaminsky,PHX,28,10,7,3,6.8,2.2,1,2.2,45.5,0.1,0.5,20,0.1,0.1,100,0.2,1.2,1.4,1.4,0.4,0.2,0.3,0.9,7.1,0,0,-0.9
Vlatko Cancar,DEN,24,5,1,4,4.2,2.2,0.6,0.6,100,0.2,0.2,100,0.8,1,80,0,0.6,0.6,0.2,0.2,0.2,0.2,0,4.2,0,0,2
Tyler Johnson,BKN,29,8,5,3,8.6,2.1,0.8,2.1,35.3,0.4,1.4,27.3,0.3,0.3,100,0.3,0.5,0.8,0.6,0.1,0.3,0,1.1,4.6,0,0,-0.3
Cassius Winston,WAS,23,1,0,1,5.5,2,1,3,33.3,0,1,0,0,0,0,1,1,2,1,2,0,0,1,3.9,0,0,-2
Derrick Jones Jr.,POR,24,2,1,1,5.2,2,1,2.5,40,0,1,0,0,0,0,0,0,0,0,0,0.5,0,1,3.5,0,0,2.5
Enes Kanter,POR,29,5,2,3,11.2,2,0.8,1.6,50,0,0,0,0.4,0.4,100,1.2,1.4,2.6,0,0.6,0,0.4,1.8,5.7,0,0,-6.8
JaVale McGee,DEN,33,4,1,3,8.5,2,0.8,2.5,30,0,0.5,0,0.5,1.5,33.3,0.8,2.3,3,0.8,0.3,0.3,1.3,1,11,0,0,2.5
Jeff Teague,MIL,33,16,10,6,7.5,2,0.6,1.9,29,0.3,0.7,45.5,0.6,0.7,81.8,0.1,0.4,0.5,0.8,0.4,0.2,0,0.6,4,0,0,-2.8
Kevin Knox II,NYK,21,1,0,1,3.5,2,0,0,0,0,0,0,2,2,100,0,1,1,1,0,0,1,0,7.7,0,0,9
Rondae Hollis-Jefferson,POR,26,5,1,4,7.1,2,0.8,1,80,0,0,0,0.4,0.6,66.7,0.6,1,1.6,0,0,0.2,0.2,1,5.1,0,0,-4
T.J. Leaf,POR,24,3,1,2,2.5,2,1,1.3,75,0,0,0,0,0,0,0.7,0.3,1,0,0,0,0,0,3.2,0,0,0
Ty-Shon Alexander,PHX,22,1,0,1,1.3,2,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,-1
Gabe Vincent,MIA,25,3,0,3,4.7,1.7,0.7,1,66.7,0.3,0.7,50,0,0,0,0,0.3,0.3,0.7,0.3,0,0,0,2.7,0,0,-0.7
Nassir Little,POR,21,3,1,2,3,1.7,0.3,1.3,25,0.3,1.3,25,0.7,1.3,50,0,0.3,0.3,0,0.3,0,0.3,0,2.7,0,0,-0.3
Alize Johnson,BKN,25,5,3,2,4.5,1.6,0.8,1.4,57.1,0,0,0,0,0,0,0.6,2,2.6,0,0.6,0.6,0,0.2,5.9,0,0,2.4
Ben McLemore,LAL,28,4,1,3,8.9,1.5,0.5,2.3,22.2,0.5,1.5,33.3,0,0,0,0.3,1.5,1.8,0.3,0.3,0.3,0,1.3,4.5,0,0,-2.5
Luke Kornet,BOS,25,2,0,2,2.7,1.5,0.5,0.5,100,0,0,0,0.5,1,50,0,1.5,1.5,0,0,0,0,0,3.3,0,0,0.5
Garrison Mathews,WAS,24,3,0,3,5.7,1.3,0,1.3,0,0,1.3,0,1.3,1.7,80,0,0.7,0.7,0,0,0,0,1.3,2.1,0,0,-1.7
Paul Reed,PHI,22,3,3,0,3.5,1.3,0.7,1.3,50,0,0,0,0,0,0,1,1.7,2.7,0,0,0,0.3,0.3,5.5,0,0,0
Tremont Waters,BOS,23,3,0,3,2,1.3,0.3,1.3,25,0,0.7,0,0.7,1,66.7,0,0,0,0.7,0.7,0.3,0,0,2.7,0,0,0.3
Elijah Bryant,MIL,26,11,7,4,4.5,1.3,0.6,1.8,35,0,0.7,0,0,0,0,0.2,0.9,1.1,0.4,0.2,0.2,0.1,0.1,3.8,0,0,-1.9
Axel Toupane,MIL,28,4,4,0,2.4,1.3,0.5,1,50,0.3,0.5,50,0,0,0,0.5,0.5,1,0,0,0,0,0,2.5,0,0,-1.3
Solomon Hill,ATL,30,14,7,7,10.4,1.2,0.4,1.7,25,0.2,1.3,16.7,0.1,0.3,50,0.2,1.1,1.4,0.2,0.1,0.1,0.1,1.3,3.7,0,0,-4.7
Justin Jackson,MIL,26,5,4,1,3,1.2,0.6,1,60,0,0.4,0,0,0,0,0.2,0.2,0.4,0.2,0.2,0.2,0,0,2.4,0,0,-1.4
Kris Dunn,ATL,27,5,2,3,6.6,1.2,0.2,1,20,0,0.2,0,0.8,0.8,100,0,1,1,1,0.8,0.4,0.4,1,5.5,0,0,1.8
Mike Scott,PHI,32,5,4,1,6.9,1.2,0.4,1.8,22.2,0.4,1.4,28.6,0,0,0,0.2,0.4,0.6,0.6,0,0.2,0.2,0.6,4,0,0,1.8
Skylar Mays,ATL,23,7,2,5,2.4,1.1,0.6,0.7,80,0,0,0,0,0,0,0,0.3,0.3,0.1,0.1,0.3,0,0.1,2.4,0,0,0
Timothe Luwawu-Cabarrot,BKN,26,7,5,2,3.5,1.1,0.4,1.4,30,0.3,0.9,33.3,0,0,0,0,0.4,0.4,0.3,0.1,0,0,0.1,1.9,0,0,1.7
Brandon Clarke,MEM,24,2,0,2,4.7,1,0.5,1,50,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0.5,0,3.1,0,0,4
Bruno Fernando,ATL,22,6,1,5,1.9,1,0.3,0.5,66.7,0,0,0,0.3,0.3,100,0.2,0,0.2,0,0,0,0,0,1.2,0,0,1.2
Keljin Blevins,POR,25,2,1,1,1.9,1,0.5,1,50,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,-1
Langston Galloway,PHX,29,2,2,0,7.4,1,0.5,3.5,14.3,0,1,0,0,0.5,0,0,1,1,0.5,0,0,0.5,0.5,4.5,0,0,-2.5
Mamadi Diakite,MIL,24,7,5,2,5,1,0.3,1.4,20,0.1,0.3,50,0.3,0.3,100,0.1,0.9,1,0,0.1,0.4,0.1,1,3.8,0,0,-0.3
Rayjon Tucker,PHI,23,1,1,0,1.7,1,0,0,0,0,0,0,1,2,50,0,0,0,0,0,0,0,1,1,0,0,-2
Shaquille Harrison,DEN,27,9,4,5,4.5,1,0.3,0.4,75,0.1,0.1,100,0.2,0.3,66.7,0,0.9,0.9,0.3,0.6,0.3,0.3,0.3,4,0,0,0
Trent Forrest,UTA,23,4,1,3,2.4,1,0.5,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-3
Jevon Carter,PHX,25,7,6,1,3.1,0.9,0.4,1.1,37.5,0,0.3,0,0,0.3,0,0,0.3,0.3,0.6,0,0,0,0,2.1,0,0,-1
Chris Chiozza,BKN,25,6,4,2,3.2,0.8,0.3,1.2,28.6,0.2,0.5,33.3,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0,0.3,1.6,0,0,1.2
Jalen Smith,PHX,21,6,4,2,2.9,0.8,0.3,0.7,50,0.2,0.2,100,0,0,0,0.3,0.5,0.8,0.2,0.2,0,0,0.3,1.9,0,0,0
Abdel Nader,PHX,27,5,3,2,5.8,0.8,0.4,1.2,33.3,0,0.4,0,0,0,0,0,1,1,0,0,0,0,0.6,2,0,0,-3.8
Amir Coffey,LAC,24,10,9,1,1.6,0.7,0.3,0.4,75,0.1,0.1,100,0,0.1,0,0,0.2,0.2,0.1,0.1,0.1,0,0,1.3,0,0,-0.4
Thanasis Antetokounmpo,MIL,28,13,9,4,3.4,0.7,0.2,0.5,28.6,0,0,0,0.4,0.5,83.3,0.2,0.5,0.8,0.2,0.2,0.4,0.2,0.9,3.3,0,0,-1
Nathan Knight,ATL,23,6,2,4,2.3,0.7,0.3,1.2,28.6,0,0.3,0,0,0.3,0,0,1,1,0,0,0,0.3,0.3,2.9,0,0,-1.2
Xavier Tillman Sr.,MEM,22,3,1,2,5.9,0.7,0.3,1.7,20,0,0.3,0,0,0,0,0.3,0.7,1,0.3,0.3,0.3,0,0.7,3,0,0,-4.7
Daniel Oturu,LAC,21,8,7,1,1.9,0.6,0.3,0.6,40,0,0.1,0,0.1,0.3,50,0.3,0.3,0.5,0,0,0,0.1,0.3,1.6,0,0,-0.9
Sam Merrill,MIL,25,8,6,2,3.7,0.6,0.3,0.9,28.6,0.1,0.6,20,0,0,0,0.1,0.5,0.6,0.1,0.1,0.5,0,0.3,2.9,0,0,-1
Tony Snell,ATL,29,9,5,4,7.3,0.6,0.2,1.8,12.5,0.1,1.2,9.1,0,0,0,0,0.6,0.6,0.2,0.4,0.2,0.1,0.6,2.1,0,0,-4.3
Elfrid Payton,NYK,27,2,1,1,6.5,0.5,0,2.5,0,0,0,0,0.5,1,50,0,0,0,0.5,0,0.5,0,0.5,2.8,0,0,-4.5
Isaiah Joe,PHI,21,4,4,0,2.4,0.5,0.3,0.8,33.3,0,0.5,0,0,0,0,0,0,0,0.3,0,0,0,0.5,0.9,0,0,-1.5
Jarrell Brantley,UTA,25,2,1,1,1.7,0.5,0,0.5,0,0,0,0,0.5,1,50,0,0.5,0.5,0,0.5,0,0,0,0.6,0,0,-1.5
Semi Ojeleye,BOS,26,2,0,2,6,0.5,0,2,0,0,1.5,0,0.5,1,50,0,0,0,0,0,0.5,0.5,0,3.5,0,0,-2.5
Trey Burke,DAL,28,2,0,2,8.3,0.5,0,3.5,0,0,1.5,0,0.5,1,50,0.5,0,0.5,0.5,0,0,0,0.5,1.9,0,0,-9
Yogi Ferrell,LAC,28,9,8,1,1.6,0.4,0.2,0.6,40,0,0.1,0,0,0,0,0,0.3,0.3,0.3,0,0,0,0,1.3,0,0,-0.2
Alfonzo McKinnie,LAL,28,2,0,2,5.8,0,0,1.5,0,0,1,0,0,0,0,0,0.5,0.5,0,0,0,0,0.5,0.6,0,0,0
Anthony Gill,WAS,28,4,1,3,8.2,0,0,0.8,0,0,0.3,0,0,0,0,0.3,0.8,1,0,0.8,0,0,1.8,0.5,0,0,-4
Anthony Tolliver,PHI,36,1,1,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Bol Bol,DEN,21,3,1,2,2,0,0,0.3,0,0,0.3,0,0,0,0,0,0.3,0.3,0.7,0,0,0,0,1.4,0,0,0
CJ Elleby,POR,21,2,1,1,4,0,0,0.5,0,0,0,0,0,0,0,0.5,1,1.5,0.5,0.5,0,0,0,2.1,0,0,0.5
Frank Ntilikina,NYK,22,3,0,3,1.2,0,0,0.3,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3
Harry Giles III,POR,23,1,0,1,3.6,0,0,1,0,0,0,0,0,0,0,2,1,3,0,3,0,0,0,0.6,0,0,2
Isaac Bonga,WAS,21,4,1,3,2.4,0,0,1.3,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0.3,0,0.8,0,0,0.5
Jared Dudley,LAL,35,2,0,2,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
Jay Scrubb,LAC,20,6,5,1,1.3,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0.2,0,0,-1.3
John Konchar,MEM,25,1,0,1,2.8,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,4.2,0,0,4
Josh Green,DAL,20,1,0,1,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
Justise Winslow,MEM,25,1,0,1,2.8,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2.7,0,0,4
Juwan Morgan,UTA,24,2,1,1,2.9,0,0,0,0,0,0,0,0,0,0,0.5,0.5,1,0.5,0,0,0,0.5,2,0,0,-4
KZ Okpala,MIA,22,2,0,2,2.9,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
Matt Thomas,UTA,26,3,1,2,2.3,0,0,0.7,0,0,0,0,0,0,0,0,0.3,0.3,0,0,0,0,0.3,0.4,0,0,-2.3
Max Strus,MIA,25,2,0,2,2.9,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
Miye Oni,UTA,23,8,4,4,5.2,0,0,0.6,0,0,0.6,0,0,0,0,0.4,0,0.4,0,0,0.1,0,1,0.8,0,0,-1.9
Nicolo Melli,DAL,30,3,2,1,6.4,0,0,1.3,0,0,0.7,0,0,0,0,0.7,1.3,2,0,0,0.3,0,1,3.4,0,0,-5.7
Tacko Fall,BOS,25,1,0,1,0.9,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.2,0,0,1
Udoka Azubuike,UTA,21,1,0,1,1.2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.2,0,0,1
Donovan Mitchell,UTA,23,7,3,4,37.7,36.3,11.9,22.4,52.9,4.7,9.1,51.6,7.9,8.3,94.8,0.9,4.1,5,4.9,4.1,1,0.3,1.6,49.3,0,0,5.4
Luka Doncic,DAL,21,6,2,4,35.8,31,10.7,21.3,50,2.7,7.3,36.4,7,10.7,65.6,0.7,9.2,9.8,8.7,5.2,1.2,0.5,2.8,55.6,2,2,-6.3
Joel Embiid,PHI,26,4,0,4,36.2,30,8.5,18.5,45.9,1,4,25,12,14.8,81.4,2.8,9.5,12.3,1.3,3.8,1.5,1.3,4.5,51.1,4,0,-13.3
James Harden,HOU,30,12,5,7,37.3,29.6,9.1,19,47.8,3.3,9.8,33.3,8.2,9.7,84.5,1,4.6,5.6,7.7,3.8,1.5,0.8,3.6,51,3,0,2.7
Kawhi Leonard,LAC,29,13,7,6,39.3,28.2,10.1,20.6,48.9,1.8,5.6,32.9,6.2,7.2,86.2,1.8,7.5,9.3,5.5,2.5,2.3,0.8,2.2,54.6,6,0,1.9
Nikola Vucevic,ORL,29,5,1,4,36.9,28,11.2,22.2,50.5,3.6,8.8,40.9,2,2.2,90.9,1.8,9.2,11,4,2.6,0.8,0.6,2.6,48.8,4,0,-9.6
Anthony Davis,LAL,27,21,16,5,36.6,27.7,9.8,17.1,57.1,1.1,2.9,38.3,7.1,8.5,83.2,2.6,7.1,9.7,3.5,2.5,1.2,1.4,2.7,50.1,12,0,8.8
LeBron James,LAL,35,21,16,5,36.3,27.6,10.2,18.2,56,2.1,5.7,37,5.1,7.1,72,1.3,9.4,10.8,8.8,4,1.2,0.9,1.9,56,16,5,7.9
Giannis Antetokounmpo,MIL,25,9,5,4,30.8,26.7,10,17.9,55.9,1.4,4.4,32.5,5.2,9,58,3,10.8,13.8,5.7,3.3,0.7,0.9,3.4,53,8,0,3
Jamal Murray,DEN,23,19,9,10,39.6,26.5,9.8,19.4,50.5,3.3,7.2,45.3,3.7,4.1,89.7,1.1,3.8,4.8,6.6,2.8,0.9,0.3,2.2,43.3,2,0,0.5
Jayson Tatum,BOS,22,17,10,7,40.6,25.7,8.5,19.6,43.4,2.8,7.4,37.3,5.9,7.2,81.3,1.3,8.7,10,5,2.8,1,1.2,2.4,48.9,10,0,5.4
Nikola Jokic,DEN,25,19,9,10,36.5,24.4,9.4,18.1,51.9,2.2,5.2,42.9,3.5,4.2,83.5,1.9,7.9,9.8,5.7,3.3,1.1,0.8,3.6,47.1,10,1,-0.7
Damian Lillard,POR,29,4,1,3,35.6,24.3,6.5,16,40.6,3.3,8.3,39.4,8,8.3,97,0.3,3.3,3.5,4.3,3.5,0.5,0.3,1,33.6,0,0,-10.8
Kristaps Porzingis,DAL,24,3,1,2,31.5,23.7,7,13.3,52.5,3,5.7,52.9,6.7,7.7,87,1,7.7,8.7,0.7,1,0,1,3,37.1,1,0,-2.3
CJ McCollum,POR,28,5,1,4,39.2,23.2,8.8,19.8,44.4,2.6,7,37.1,3,4.4,68.2,1,4.8,5.8,3.2,3,1.2,0.4,2,36.8,0,0,-11.4
Jimmy Butler,MIA,30,21,14,7,38.4,22.2,6.9,14,48.8,0.7,2,34.9,7.8,9.1,85.9,2.2,4.3,6.5,6,2.8,2,0.7,1.8,44.1,5,2,2.5
Jaylen Brown,BOS,23,17,10,7,39.5,21.8,8.1,16.9,47.6,2.5,7.1,35.8,3.1,3.7,84.1,1.4,6.1,7.5,2.3,2.4,1.5,0.5,2.8,37.9,2,0,2.8
Malcolm Brogdon,IND,27,4,0,4,39.9,21.5,6.5,16.3,40,2.3,6,37.5,6.3,7,89.3,0,4.3,4.3,10,2.5,1,0,2.5,42.1,2,0,-7.3
Chris Paul,OKC,35,7,3,4,37.3,21.3,7.9,16,49.1,2.3,6.1,37.2,3.3,3.7,88.5,0.4,7,7.4,5.3,3.3,1.6,0.4,2.6,40.8,2,1,-5.4
Khris Middleton,MIL,28,10,5,5,35.5,20.3,7.1,18,39.4,2.3,6.5,35.4,3.8,4.6,82.6,0.5,6.4,6.9,6,3.4,1.1,0.2,4.1,38.1,2,0,5.8
Caris LeVert,BKN,25,4,0,4,34.9,20.3,6.8,18.3,37,2.3,5.3,42.9,4.5,6.3,72,2,4,6,9.5,3.3,1.3,0.3,1.8,43,2,0,-13
Paul George,LAC,30,13,7,6,36.8,20.2,6.8,17,39.8,2.8,8.5,33.3,3.8,4.2,90.9,1.1,5,6.1,3.8,3.1,1.5,0.5,3.8,36.1,1,0,2.2
T.J. Warren,IND,26,4,0,4,39.1,20,8,17,47.1,1.8,4.8,36.8,2.3,2.3,100,1.3,5,6.3,3,2.8,2.3,0.3,4,36.8,0,0,-8
Mike Conley,UTA,32,5,2,3,33,19.8,6.2,12.8,48.4,3.6,6.8,52.9,3.8,4.4,86.4,0.6,2.2,2.8,5.2,1,1.6,0.2,2,35.4,0,0,-0.2
Kemba Walker,BOS,30,17,10,7,36.9,19.6,6.6,15.1,44.1,2.3,7.4,31,4.1,4.8,85.2,0.4,3.7,4.1,5.1,1.9,0.9,0.4,2.5,34.1,1,0,4.5
Fred VanVleet,TOR,26,11,7,4,39.1,19.6,6.9,17.3,40,3.9,10,39.1,1.9,2.3,84,0.5,3.9,4.4,6.9,2,1.6,0.6,2.5,40.1,2,0,0.7
Goran Dragic,MIA,34,17,12,5,32.5,19.1,7,15.8,44.4,2.2,6.3,34.6,2.9,3.6,80.3,0.8,3.3,4.1,4.4,2.3,1,0.1,2.9,31.6,0,0,4.6
Russell Westbrook,HOU,31,8,3,5,32.7,17.9,7.4,17.5,42.1,1,4.1,24.2,2.1,4,53.1,1.4,5.6,7,4.6,3.8,1.5,0.3,2.9,34.7,1,0,-4.6
Tim Hardaway Jr.,DAL,28,6,2,4,33.9,17.8,6.7,15.8,42.1,3.2,9,35.2,1.3,1.8,72.7,0.5,3,3.5,1.8,0.5,0.3,0,2.7,25.3,0,0,-13.7
Bam Adebayo,MIA,22,19,13,6,36.2,17.8,6.5,11.6,56.4,0,0.1,0,4.7,6.1,78.3,2.5,7.8,10.3,4.4,2.5,1,0.8,3.1,39.9,11,0,3.2
Victor Oladipo,IND,28,4,0,4,30.6,17.8,5.5,14,39.3,3,8.3,36.4,3.8,4,93.8,0,3.3,3.3,2.5,3.5,2.3,0,3.5,28.7,0,0,-3
Kyle Lowry,TOR,34,11,7,4,37.6,17.7,5.6,13.5,41.9,2.1,6.5,31.9,4.4,5.5,80,0.7,5.8,6.5,5.8,2.5,1.7,0.7,3.6,39.1,2,0,4
Eric Gordon,HOU,31,12,5,7,34.1,17.3,6,14.7,40.9,2.4,7.5,32.2,2.9,3.3,87.5,0.5,2.2,2.7,3,2,0.8,0.6,2.2,27.3,0,0,-4.4
Dennis Schroder,OKC,26,7,3,4,32.4,17.3,6.3,15.6,40.4,1.9,6.4,28.9,2.9,3.6,80,0.3,3.4,3.7,3.6,2.4,0.6,0.1,2.1,26.8,0,0,2.9
Pascal Siakam,TOR,26,11,7,4,38,17,6.5,16.5,39.6,0.9,4.8,18.9,3,4.2,71.7,1.3,6.3,7.5,3.8,2,1.1,0.4,3,34.1,4,0,2.5
Rudy Gobert,UTA,28,7,3,4,38.6,16.9,6.9,10.6,64.9,0,0,0,3.1,6,52.4,3.4,8,11.4,1.1,1.3,0.6,1.4,3.7,37,5,0,3.7
Josh Richardson,PHI,26,4,0,4,36.1,16.8,5,14,35.7,2.5,7,35.7,4.3,4.5,94.4,1,2.8,3.8,3.3,2,0.5,0.5,3,27.1,0,0,-5
Jordan Clarkson,UTA,28,7,3,4,28.6,16.7,6.4,13.9,46.4,2.4,7,34.7,1.4,1.4,100,0.3,3.1,3.4,2.1,1,0.9,0,2.1,25.6,0,0,0.3
Joe Harris,BKN,28,2,0,2,36.2,16.5,6,11.5,52.2,3.5,6,58.3,1,2,50,1,9,10,1,1.5,0.5,0,4.5,30,1,0,-1.5
Terrence Ross,ORL,29,5,1,4,27,16.4,6,12.8,46.9,2,6,33.3,2.4,2.8,85.7,0.2,4.2,4.4,1,1.6,0.8,0.2,2.8,24.6,0,0,2
Shai Gilgeous-Alexander,OKC,21,7,3,4,39.9,16.3,5.6,12.9,43.3,2,5,40,3.1,3.3,95.7,0.4,4.9,5.3,4.1,2.1,1,0.4,2.4,31,1,0,-3.4
Timothe Luwawu-Cabarrot,BKN,25,4,0,4,32.8,16,5,14.8,33.9,3.3,9.8,33.3,2.8,3,91.7,0.3,3.5,3.8,1.5,2,0.8,0,3.5,23,0,0,-6.3
Tyler Herro,MIA,20,21,14,7,33.6,16,5.7,13.2,43.3,2.3,6.1,37.5,2.2,2.6,87,0.3,4.8,5.1,3.7,2,0.4,0.1,1.5,27,1,0,0
Brook Lopez,MIL,32,10,5,5,32.8,15.8,6.1,11.4,53.5,2.1,5.3,39.6,1.5,2,75,1.9,3.6,5.5,0.5,1.2,1,1.3,2.7,28.9,1,0,1.8
Myles Turner,IND,24,4,0,4,36.4,15.8,6.3,11,56.8,1.5,3.5,42.9,1.8,4,43.8,2.8,8,10.8,0.8,2.3,0.5,4,3.3,41,2,0,-9.5
Tobias Harris,PHI,27,4,0,4,37.1,15.8,5.8,15,38.3,0.5,3.8,13.3,3.8,4.8,78.9,3.5,6,9.5,4,1.3,0.5,0.3,2.8,34.2,2,0,-7.8
